1.04;0.14
0.99;0.01
0.80;0.00
0.50;0.00
0.13;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.08
0.00;0.21
0.12;0.32
0.50;0.35
0.81;0.30
0.99;0.22
1.04;0.10
0.94;0.00
0.71;0.00
0.38;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.14
0.00;0.27
0.25;0.33
0.61;0.33
0.88;0.23
1.02;0.18
1.07;0.05
0.88;0.00
0.62;0.00
0.26;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.06
0.00;0.19
0.00;0.27
0.39;0.34
0.71;0.34
0.94;0.25
1.04;0.14
0.99;0.04
0.84;0.00
0.50;0.00
0.09;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.22
0.08;0.32
0.50;0.34
0.80;0.29
1.00;0.22
1.04;0.10
0.93;0.00
0.71;0.00
0.38;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.13
0.00;0.27
0.25;0.33
0.61;0.33
0.88;0.28
1.02;0.20
1.03;0.06
0.88;0.00
0.61;0.00
0.26;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.18
0.00;0.30
0.39;0.34
0.71;0.32
0.94;0.25
1.04;0.14
0.99;0.01
0.81;0.00
0.50;0.00
0.13;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.24
0.13;0.32
0.49;0.34
0.80;0.30
0.99;0.22
1.04;0.11
0.94;0.00
0.71;0.00
0.38;0.00
0.01;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.25;0.31
0.61;0.35
0.87;0.30
1.02;0.18
1.04;0.06
0.88;0.00
0.61;0.00
0.26;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.13
0.00;0.29
0.33;0.34
0.66;0.33
0.91;0.26
1.03;0.17
1.01;0.07
0.82;0.00
0.56;0.00
0.19;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.08
0.00;0.22
0.06;0.32
0.43;0.34
0.76;0.31
0.97;0.23
1.04;0.13
0.97;0.00
0.76;0.00
0.44;0.00
0.07;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.11
0.00;0.25
0.20;0.33
0.56;0.34
0.84;0.29
1.00;0.21
1.04;0.08
0.91;0.00
0.67;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.17
0.00;0.30
0.32;0.34
0.65;0.32
0.91;0.26
1.03;0.16
1.01;0.04
0.84;0.00
0.56;0.00
0.20;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.08
0.00;0.22
0.06;0.31
0.44;0.34
0.76;0.29
0.97;0.23
1.04;0.12
0.97;0.00
0.76;0.00
0.44;0.00
0.06;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.22;0.33
0.56;0.34
0.84;0.29
1.01;0.22
1.04;0.07
0.92;0.00
0.66;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.17
0.00;0.28
0.32;0.34
0.66;0.33
0.91;0.27
1.03;0.17
1.02;0.04
0.84;0.00
0.56;0.00
0.20;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.06;0.31
0.44;0.34
0.76;0.32
0.96;0.23
1.04;0.13
1.01;0.00
0.76;0.00
0.46;0.00
0.06;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.11
0.00;0.25
0.19;0.33
0.56;0.34
0.84;0.29
1.01;0.20
1.04;0.08
0.91;0.00
0.66;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.17
0.00;0.29
0.32;0.34
0.65;0.32
0.91;0.24
1.04;0.16
1.00;0.03
0.87;0.00
0.56;0.00
0.20;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.22
0.06;0.30
0.43;0.34
0.76;0.32
1.02;0.23
1.04;0.12
0.99;0.00
0.76;0.00
0.44;0.00
0.06;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.12
0.00;0.26
0.20;0.33
0.56;0.33
0.84;0.31
1.01;0.20
1.05;0.08
0.91;0.00
0.66;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
delay,correlation
highshift: (milli*1000)-15
highr: (*1000)984
1.04;0.19
1.03;0.08
0.91;0.00
0.66;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.28
0.32;0.34
0.74;0.32
0.91;0.27
1.04;0.17
1.03;0.03
0.84;0.00
0.56;0.00
0.19;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.22
0.06;0.31
0.44;0.34
0.76;0.31
0.97;0.25
1.04;0.11
0.97;0.00
0.75;0.00
0.44;0.00
0.06;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.23
0.19;0.34
0.56;0.33
0.84;0.30
1.01;0.20
1.04;0.07
0.92;0.00
0.66;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.29
0.31;0.34
0.66;0.33
0.89;0.26
1.03;0.17
1.01;0.09
0.87;0.00
0.56;0.00
0.20;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.22
0.06;0.37
0.45;0.34
0.75;0.31
0.94;0.23
1.06;0.12
0.97;0.00
0.76;0.00
0.44;0.00
0.06;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.19;0.33
0.56;0.31
0.84;0.29
1.01;0.23
1.04;0.08
0.91;0.00
0.67;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.17
0.00;0.29
0.33;0.34
0.66;0.34
0.91;0.26
1.04;0.19
1.01;0.04
0.84;0.00
0.54;0.00
0.20;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.22
0.06;0.31
0.39;0.34
0.76;0.31
0.99;0.23
1.04;0.12
0.97;0.00
0.76;0.00
0.44;0.00
0.05;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.26
0.19;0.32
0.55;0.34
0.85;0.29
1.01;0.20
1.04;0.08
0.91;0.00
0.72;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.17
0.00;0.29
0.42;0.34
0.66;0.33
0.91;0.26
1.04;0.20
1.00;0.03
0.84;0.00
0.56;0.00
0.20;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.22
0.06;0.32
0.44;0.34
0.76;0.29
0.95;0.23
1.04;0.12
0.97;0.00
0.76;0.00
0.44;0.00
0.06;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.11
0.00;0.26
0.20;0.33
0.55;0.34
0.84;0.29
1.01;0.21
1.04;0.08
0.80;0.00
0.66;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.22;0.33
0.61;0.33
0.87;0.28
1.03;0.18
1.01;0.05
0.88;0.00
0.61;0.00
0.26;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.19
0.00;0.30
0.36;0.34
0.71;0.32
0.94;0.22
1.05;0.14
0.99;0.01
0.80;0.00
0.50;0.00
0.12;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.09
0.00;0.24
0.13;0.32
0.50;0.34
0.80;0.30
0.97;0.24
1.04;0.12
1.00;0.01
0.80;0.00
0.50;0.00
0.13;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.23
0.12;0.32
0.50;0.34
0.80;0.28
0.99;0.22
1.02;0.10
0.94;0.00
0.72;0.00
0.37;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.14
0.00;0.27
0.28;0.34
0.61;0.33
0.87;0.31
1.02;0.18
1.02;0.07
0.88;0.00
0.62;0.00
0.25;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.19
0.00;0.32
0.38;0.33
0.71;0.32
0.93;0.25
1.04;0.11
0.99;0.01
0.80;0.00
0.50;0.00
0.13;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.24
0.13;0.20
0.54;0.34
0.80;0.30
0.99;0.24
1.04;0.10
0.93;0.00
0.71;0.00
0.38;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.14
0.00;0.26
0.25;0.34
0.61;0.33
0.88;0.27
1.03;0.24
1.03;0.09
0.87;0.00
0.61;0.00
0.26;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.17
0.00;0.25
0.32;0.34
0.66;0.33
0.91;0.26
1.02;0.16
1.01;0.04
0.89;0.00
0.56;0.00
0.19;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.22
0.06;0.31
0.44;0.34
0.76;0.31
0.97;0.24
1.06;0.12
0.97;0.00
0.76;0.00
0.44;0.00
0.04;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.09
0.00;0.23
0.13;0.30
0.50;0.34
0.80;0.30
1.01;0.22
1.05;0.11
0.94;0.00
0.71;0.00
0.37;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.14
0.00;0.27
0.27;0.33
0.61;0.34
delay,correlation
highshift: (milli*1000)-15
highr: (*1000)965
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.28
0.20;0.34
0.61;0.33
0.87;0.28
1.02;0.16
1.02;0.06
0.88;0.00
0.59;0.00
0.23;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.20
0.00;0.29
0.38;0.35
0.71;0.32
0.94;0.25
1.04;0.14
0.99;0.00
0.80;0.00
0.50;0.00
0.13;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.02
0.00;0.09
0.00;0.23
0.13;0.32
0.49;0.34
0.82;0.30
0.99;0.22
1.04;0.09
0.94;0.00
0.71;0.00
0.43;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.12
0.00;0.27
0.22;0.34
0.65;0.33
0.87;0.28
1.02;0.19
1.03;0.06
0.87;0.00
0.61;0.00
0.25;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.20
0.00;0.30
0.38;0.43
0.71;0.32
0.95;0.25
1.04;0.14
0.99;0.01
0.79;0.00
0.50;0.00
0.13;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.10
0.00;0.24
0.13;0.34
0.50;0.34
0.80;0.30
0.99;0.22
1.04;0.10
0.94;0.00
0.71;0.00
0.38;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.14
0.00;0.27
0.26;0.33
0.61;0.33
0.88;0.28
1.01;0.18
1.02;0.07
0.88;0.00
0.62;0.00
0.27;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.20
0.00;0.31
0.38;0.33
0.70;0.32
0.95;0.21
1.04;0.15
0.99;0.02
0.80;0.00
0.49;0.00
0.12;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.10
0.00;0.24
0.13;0.28
0.50;0.34
0.81;0.30
0.98;0.22
1.04;0.10
0.94;0.00
0.71;0.00
0.38;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.25;0.33
0.61;0.32
0.88;0.27
1.03;0.18
1.03;0.05
0.88;0.00
0.62;0.00
0.25;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.19
0.00;0.30
0.38;0.34
0.75;0.32
0.94;0.25
1.03;0.13
0.99;0.02
0.80;0.00
0.51;0.00
0.14;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.11
0.00;0.23
0.12;0.32
0.50;0.35
0.81;0.30
0.99;0.22
1.04;0.11
0.94;0.00
0.71;0.00
0.39;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.26
0.26;0.34
0.59;0.33
0.88;0.28
1.04;0.19
1.06;0.06
0.88;0.00
0.61;0.00
0.25;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.19
0.00;0.29
0.38;0.33
0.71;0.32
0.94;0.25
1.02;0.14
0.99;0.01
0.80;0.00
0.48;0.00
0.13;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.24
0.13;0.39
0.50;0.34
0.81;0.30
0.99;0.20
1.04;0.11
0.94;0.00
0.71;0.00
0.43;0.00
0.06;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.26
0.24;0.33
0.56;0.34
0.84;0.29
1.01;0.22
1.03;0.10
0.91;0.00
0.66;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.15
0.00;0.29
0.32;0.33
0.66;0.34
0.91;0.26
1.04;0.15
1.01;0.03
0.85;0.00
0.56;0.00
0.19;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.07
0.00;0.22
0.06;0.31
0.44;0.34
0.76;0.28
0.97;0.23
1.04;0.13
0.97;0.00
0.76;0.00
0.44;0.00
0.06;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.26
0.20;0.33
0.56;0.33
0.84;0.29
1.00;0.20
1.04;0.08
0.91;0.00
0.66;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.17
0.00;0.29
0.26;0.34
0.62;0.34
0.87;0.28
1.02;0.19
1.02;0.06
0.88;0.00
0.63;0.00
0.32;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.17
0.00;0.29
0.32;0.34
0.65;0.33
0.91;0.26
1.04;0.16
1.02;0.04
0.85;0.00
0.55;0.00
0.19;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.08
0.00;0.22
0.06;0.31
0.44;0.34
0.76;0.31
0.97;0.21
1.04;0.12
0.97;0.00
0.76;0.00
0.43;0.00
0.05;0.00
0.00;0.00
0.00;0.00
